#Settlement Date,Settlement Period,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTNEM
2020-03-07,45,5672,0,789,4789,12111,2,556,1,162,1412,76,0,504,854,4
2020-03-07,46,4633,0,761,4791,12158,0,579,1,163,1378,18,0,504,835,0
2020-03-07,47,4338,0,487,4789,12187,0,581,1,163,580,40,0,430,892,0
2020-03-07,48,3986,0,213,4787,12002,0,581,1,163,566,46,0,346,861,0
2020-03-08,1,4120,0,0,4792,11865,0,582,0,163,1192,14,0,470,772,0
2020-03-08,2,4591,0,0,4791,11755,0,583,0,164,1210,0,0,460,774,0
2020-03-08,3,5186,0,0,4786,11719,0,566,0,165,1238,42,0,314,760,0
2020-03-08,4,5064,0,0,4785,11661,0,572,0,164,1238,0,0,302,759,0
2020-03-08,5,4768,0,0,4792,11709,0,585,0,164,1246,14,0,276,756,0
2020-03-08,6,4581,0,0,4794,11767,0,584,0,168,1224,0,0,276,757,0
2020-03-08,7,4526,0,0,4787,11795,0,586,0,162,554,62,0,288,774,0
2020-03-08,8,4275,0,0,4788,11625,0,590,0,161,526,56,0,288,777,0
2020-03-08,9,4374,0,0,4787,11873,0,603,0,162,296,72,0,316,765,0
2020-03-08,10,4227,0,0,4787,12057,0,583,0,162,292,74,0,318,762,0
2020-03-08,11,3795,0,0,4789,12165,0,602,0,163,382,82,0,278,774,0
2020-03-08,12,3913,0,0,4789,12031,0,602,0,164,418,68,0,296,780,0
2020-03-08,13,3706,0,0,4790,11807,0,609,0,166,1282,0,0,324,778,272
2020-03-08,14,3812,0,0,4792,11812,0,619,0,165,1320,0,0,322,779,280
2020-03-08,15,3685,0,0,4792,11941,0,618,0,164,1446,0,0,362,840,572
2020-03-08,16,3803,0,0,4791,11934,0,618,0,165,1448,0,0,372,800,576
2020-03-08,17,3992,0,0,4790,12062,0,624,0,165,1448,0,0,262,810,570
2020-03-08,18,4420,0,0,4793,12147,0,629,0,164,1448,52,0,350,879,572
2020-03-08,19,4306,0,0,4790,12029,0,632,0,162,1508,0,656,308,944,754
2020-03-08,20,4249,0,0,4796,12228,0,617,0,160,1508,0,758,300,933,756
2020-03-08,21,4406,0,0,4792,12485,0,595,0,160,1508,32,758,426,992,756
2020-03-08,22,4720,0,0,4789,12653,0,589,0,158,1508,18,758,428,874,756
2020-03-08,23,5042,0,0,4788,12436,0,580,0,179,1566,0,788,458,864,786
2020-03-08,24,4990,0,0,4792,12531,0,594,0,164,1568,0,788,450,1061,786
2020-03-08,25,5034,0,0,4784,12591,0,613,0,162,1568,0,788,504,1117,786
2020-03-08,26,5261,0,0,4782,12369,0,618,0,163,1568,0,786,504,1116,786
2020-03-08,27,5624,0,0,4783,11979,0,624,0,174,1608,14,662,504,1114,804
2020-03-08,28,5777,0,0,4783,11674,0,623,1,173,1608,0,662,504,1122,804
2020-03-08,29,5741,0,0,4787,11481,0,626,1,162,1706,66,668,504,1120,854
2020-03-08,30,5790,0,0,4780,11371,30,631,1,184,1708,82,670,504,1122,856
2020-03-08,31,6415,0,0,4782,11176,198,635,1,170,1806,42,896,484,1126,904
2020-03-08,32,7724,0,0,4780,10683,292,656,1,172,1808,44,900,482,1126,904
2020-03-08,33,9303,0,0,4785,10244,286,683,1,175,2002,82,998,504,1124,1020
2020-03-08,34,11541,0,0,4788,9531,384,683,1,164,2004,82,1000,504,1117,1020
2020-03-08,35,13155,0,0,4785,8557,1512,726,1,164,2006,82,1000,504,1120,1020
2020-03-08,36,14683,0,0,4791,8238,1498,960,1,163,2004,74,1000,504,1118,1020
2020-03-08,37,14935,0,0,4787,8618,1688,970,1,170,2004,82,1056,504,1118,1020
2020-03-08,38,15400,0,0,4787,8823,1770,968,1,171,2006,82,1056,504,1120,1020
2020-03-08,39,14704,0,0,4789,9173,1642,966,1,168,2004,82,1056,504,1123,1020
2020-03-08,40,13503,0,0,4787,9230,1274,967,1,168,2004,82,1056,504,1125,1020
2020-03-08,41,12288,0,0,4780,9417,1524,970,1,168,2004,82,1056,504,1119,1020
2020-03-08,42,11711,0,0,4782,9547,856,938,0,180,2002,82,1056,504,1102,1020
2020-03-08,43,11010,0,0,4782,10009,368,749,1,163,1808,82,904,504,1090,902
2020-03-08,44,9489,0,0,4781,10081,216,629,1,161,1804,82,902,504,1090,902
2020-03-08,45,8447,0,0,4780,9891,154,638,1,170,1608,82,804,504,1115,804
2020-03-08,46,7052,0,0,4781,9693,102,718,0,163,1606,82,802,504,1129,804
2020-03-08,47,5849,0,0,4782,9584,42,648,0,167,1450,82,730,504,1150,728
2020-03-08,48,5057,0,0,4785,9259,0,644,0,161,1450,82,730,504,1154,726
2020-03-09,1,5292,0,0,4783,9053,0,629,0,167,1410,82,710,504,1156,708
2020-03-09,2,6155,0,0,4783,8694,0,626,0,163,1410,82,708,504,1160,708
2020-03-09,3,5999,0,0,4789,8702,0,624,0,163,1410,82,706,504,1159,708
2020-03-09,4,5379,0,0,4790,8770,0,626,0,163,1410,82,710,504,1159,708
2020-03-09,5,5260,0,0,4791,8894,0,617,0,163,1410,82,708,504,1164,708
2020-03-09,6,4735,0,0,4794,9291,0,617,0,162,1410,82,708,504,1160,708
2020-03-09,7,4660,0,0,4793,9289,0,616,0,161,1410,82,476,504,1118,708
2020-03-09,8,4784,0,0,4790,9192,0,604,0,160,1410,82,452,504,981,696
2020-03-09,9,4947,0,0,4789,9394,0,614,0,158,1510,82,102,504,1150,204
2020-03-09,10,5004,0,46,4785,9362,0,621,0,159,1520,82,102,504,1005,192
2020-03-09,11,5313,0,75,4789,9350,0,634,0,158,1972,82,0,504,1132,30
2020-03-09,12,6473,0,105,4787,9445,0,633,0,159,1980,82,0,504,1370,30
2020-03-09,13,8496,0,155,4786,9688,0,634,0,161,2004,82,0,502,1528,672
2020-03-09,14,11288,0,217,4785,9649,0,707,0,162,2000,74,0,384,1759,684
2020-03-09,15,14062,0,270,4790,9494,514,884,0,162,1616,0,350,232,1812,102
2020-03-09,16,15269,0,401,4784,9079,594,926,0,184,1616,0,358,80,1941,80
2020-03-09,17,16362,0,451,4783,8787,40,904,0,197,1998,0,0,0,2143,262
2020-03-09,18,16557,0,340,4792,8485,0,903,0,167,2006,0,0,0,2412,264
2020-03-09,19,16500,0,4,4784,8486,2,899,0,173,2006,0,0,0,2459,478
2020-03-09,20,16249,0,0,4790,8408,302,884,0,163,1938,0,0,0,2457,484
2020-03-09,21,15989,0,0,4791,8618,64,875,0,160,800,0,302,0,2461,804
2020-03-09,22,16015,0,0,4781,8565,0,742,0,158,754,0,332,0,2453,770
2020-03-09,23,16265,0,0,4785,8515,0,706,0,158,1622,16,564,70,2421,0
2020-03-09,24,16230,0,0,4781,8528,118,704,0,167,1664,78,568,216,2412,0
2020-03-09,25,15882,0,0,4785,8447,34,700,0,174,2000,82,624,258,2410,602
2020-03-09,26,15606,0,0,4785,8877,0,712,0,163,2006,82,630,364,2408,640
2020-03-09,27,14681,0,0,4780,9083,12,706,0,168,2006,82,992,490,2443,992
2020-03-09,28,14128,0,0,4784,9801,0,717,0,159,2004,82,1000,504,2452,996
2020-03-09,29,13696,0,0,4786,10560,0,716,0,159,2004,80,1000,504,2444,1000
2020-03-09,30,13578,0,0,4781,11002,12,632,0,168,2004,80,970,504,2341,1000
2020-03-09,31,14823,0,0,4787,10847,74,626,0,163,2004,76,200,504,2316,1000
2020-03-09,32,15461,0,0,4785,11056,100,704,1,160,2006,82,166,504,2336,998
2020-03-09,33,16713,0,0,4787,11225,102,757,1,167,2006,64,0,504,2322,886
2020-03-09,34,17207,0,0,4791,11857,146,698,1,178,1980,80,0,504,2269,818
2020-03-09,35,18453,0,0,4791,12181,1180,676,1,163,1274,80,0,504,2264,0
2020-03-09,36,18669,0,0,4796,12443,1366,752,1,169,1246,80,0,504,2259,0
2020-03-09,37,18410,0,0,4794,12714,1314,710,1,238,660,82,100,504,2261,0
2020-03-09,38,17703,0,0,4792,12836,1524,674,1,238,720,82,102,460,2323,0
2020-03-09,39,15457,0,0,4791,12866,634,666,1,171,1928,78,574,316,2244,906
2020-03-09,40,14460,0,0,4797,12852,84,656,1,163,2004,22,564,350,2391,970
2020-03-09,41,13685,0,0,4793,12785,240,656,1,163,2004,78,0,484,2421,660
2020-03-09,42,12036,0,0,4795,12837,158,654,1,164,2004,80,0,504,2442,654
2020-03-09,43,9572,0,0,4788,12645,0,656,0,163,1906,78,460,486,2448,670
2020-03-09,44,7926,0,0,4792,12433,0,666,0,162,1900,36,502,392,2350,662
2020-03-09,45,7298,0,0,4788,12080,0,659,0,161,1574,80,174,484,1969,212
2020-03-09,46,6049,0,0,4789,12182,0,672,0,160,1564,82,164,504,1440,200
2020-03-09,47,4888,0,0,4790,12247,0,653,0,159,1182,82,0,504,1343,0
2020-03-09,48,4624,0,0,4785,12107,0,645,0,158,1180,82,0,504,1067,0
2020-03-10,1,4509,0,0,4789,12144,0,654,0,155,1512,82,0,504,1040,0
2020-03-10,2,4817,0,0,4782,12055,0,662,0,153,1512,82,0,504,1086,0
2020-03-10,3,5316,0,0,4787,11966,0,663,0,166,1174,82,0,504,1085,0
2020-03-10,4,4890,0,0,4787,11862,0,664,0,163,1170,82,0,504,1091,0
2020-03-10,5,4649,0,0,4792,11722,0,666,0,162,1378,82,0,504,1096,0
2020-03-10,6,4491,0,0,4792,11711,0,665,0,160,1364,82,0,504,1096,0
2020-03-10,7,5030,0,0,4790,11755,0,662,0,166,784,82,0,504,1028,0
2020-03-10,8,4694,0,0,4790,11892,0,661,0,159,768,82,0,504,880,0
2020-03-10,9,5253,0,0,4789,11344,0,661,0,171,212,82,0,504,875,0
2020-03-10,10,5533,0,0,4789,11113,0,660,0,158,180,82,0,504,978,0
2020-03-10,11,5771,0,43,4786,11278,0,650,0,158,0,82,0,504,1041,0
2020-03-10,12,6176,0,82,4783,11607,0,646,0,165,0,82,0,504,1092,30
2020-03-10,13,6647,0,122,4785,11788,0,649,0,160,816,82,0,504,1232,800
2020-03-10,14,8368,0,223,4784,12055,0,651,0,163,936,82,0,504,1616,830
2020-03-10,15,8856,0,448,4782,12194,0,655,0,163,1952,50,358,504,2048,998
2020-03-10,16,9464,0,601,4784,12307,0,660,0,163,2004,0,384,504,2324,998
2020-03-10,17,9784,0,628,4778,12348,70,677,1,165,2004,66,188,504,2423,856
2020-03-10,18,9811,0,639,4781,12471,68,672,0,164,2004,82,186,504,2432,854
2020-03-10,19,9845,0,644,4777,12633,0,657,0,164,2004,80,420,504,2405,900
2020-03-10,20,9481,0,645,4780,12757,0,649,1,164,2004,68,424,504,2389,900
2020-03-10,21,9306,0,638,4779,12469,0,662,0,172,2004,82,430,504,2392,982
2020-03-10,22,9432,0,500,4784,12515,0,642,0,138,2004,74,440,504,2393,984
2020-03-10,23,9071,0,306,4786,12490,0,659,1,128,2004,82,886,504,2387,1000
2020-03-10,24,8899,0,306,4785,12536,0,654,1,141,2004,82,898,504,2388,1000
2020-03-10,25,8935,0,375,4786,12498,4,664,1,161,2004,82,908,504,2397,1000
2020-03-10,26,8792,0,313,4675,12600,0,669,1,162,2004,82,908,504,2385,1000
2020-03-10,27,8639,0,314,4771,12658,0,672,1,163,2004,78,910,504,2382,1000
2020-03-10,28,8471,0,301,4769,12670,0,685,1,163,2004,40,908,502,2393,1000
2020-03-10,29,8535,0,300,4771,12735,0,696,1,163,2004,0,956,394,2248,1000
2020-03-10,30,8380,0,300,4781,12608,0,719,1,162,2004,0,958,392,2226,1000
2020-03-10,31,8498,0,300,4779,12470,0,734,1,161,2004,16,880,388,2227,978
2020-03-10,32,9426,0,300,4780,12395,0,736,1,161,2004,62,880,356,2223,978
2020-03-10,33,10361,0,300,4778,12070,0,736,1,163,2004,0,998,218,2405,1020
2020-03-10,34,11824,0,300,4775,12014,4,758,0,207,2004,52,998,178,2458,1018
2020-03-10,35,12869,0,424,4745,11982,606,758,0,189,2004,0,900,38,2459,896
2020-03-10,36,13726,0,614,4750,11800,604,758,0,194,2004,0,900,0,2453,896
2020-03-10,37,14375,0,644,4779,11570,906,771,1,201,2004,0,1054,0,2446,1018
2020-03-10,38,15148,0,646,4784,11164,1014,952,0,208,2004,0,1056,0,2415,1020
2020-03-10,39,14474,0,647,4782,11321,946,967,1,244,2004,0,1058,0,2383,1020
2020-03-10,40,13929,0,646,4782,10971,890,975,1,182,2004,0,1056,0,2388,1020
2020-03-10,41,13651,0,628,4780,10618,654,978,1,166,2004,0,1056,0,2310,1020
2020-03-10,42,12866,0,592,4781,10383,456,971,0,184,2004,0,1056,0,2311,1020
2020-03-10,43,11608,0,603,4783,10024,290,930,1,171,2004,0,1056,0,2308,1000
2020-03-10,44,10348,0,405,4785,9681,96,852,0,163,2002,0,1056,0,2317,1000
2020-03-10,45,8819,0,167,4785,9600,20,781,1,162,1806,56,904,0,2278,902
2020-03-10,46,7607,0,0,4782,9348,126,766,0,165,1804,32,902,0,1957,902
2020-03-10,47,7101,0,0,4783,9171,84,728,0,160,1608,0,806,66,1491,826
2020-03-10,48,6611,0,0,4785,8826,0,727,0,159,1606,0,804,212,1309,824
2020-03-11,1,7050,0,0,4786,8672,0,727,0,159,1412,18,712,364,1126,726
2020-03-11,2,7610,0,0,4781,8453,0,727,0,162,1410,76,710,490,1134,726
2020-03-11,3,7531,0,0,4786,8568,0,725,0,163,1410,82,710,504,1125,706
2020-03-11,4,6842,0,0,4780,8429,0,726,0,163,1412,82,710,504,1123,708
2020-03-11,5,6176,0,0,4782,8726,0,725,0,163,1410,82,710,504,1121,708
2020-03-11,6,5790,0,0,4778,8950,0,723,0,162,1410,82,708,504,1123,708
2020-03-11,7,5210,0,0,4776,9175,0,723,0,162,1412,82,710,504,1122,708
2020-03-11,8,5098,0,0,4779,9143,0,723,0,161,1412,82,690,504,963,708
2020-03-11,9,5446,0,0,4773,8874,0,716,1,164,1410,82,132,504,980,704
2020-03-11,10,5536,0,0,4772,8902,0,716,0,161,1410,82,124,504,1058,702
2020-03-11,11,5614,0,0,4771,9033,0,723,0,159,1608,82,470,504,962,592
2020-03-11,12,5938,0,0,4775,9426,0,724,0,158,1612,82,484,504,1125,594
2020-03-11,13,7366,0,0,4766,9443,0,725,0,159,1806,82,892,504,1551,802
2020-03-11,14,9483,0,0,4774,9828,0,720,0,159,1808,82,904,504,1748,806
2020-03-11,15,10965,0,0,4773,10302,0,768,1,160,2004,68,998,504,1775,998
2020-03-11,16,10970,0,0,4768,10981,0,769,1,167,2004,0,1000,498,1781,1000
2020-03-11,17,10845,0,0,4770,11179,128,769,1,166,2004,56,1000,396,1782,1000
2020-03-11,18,10807,0,0,4773,10938,34,769,1,166,2004,0,1000,324,1777,1000
2020-03-11,19,10607,0,0,4773,11198,230,757,1,175,2004,0,1000,174,1769,1000
2020-03-11,20,10469,0,0,4778,11263,66,746,2,203,2004,0,1000,112,1765,1000
2020-03-11,21,9864,0,0,4781,11389,0,743,14,220,1808,0,904,6,1769,902
2020-03-11,22,9219,0,0,4780,11487,0,747,13,194,1806,0,902,0,1765,902
2020-03-11,23,9086,0,0,4780,11330,0,758,11,158,1806,0,902,0,1758,902
2020-03-11,24,8924,0,0,4785,11273,0,793,0,156,1806,0,902,0,1760,902
2020-03-11,25,8856,0,0,4778,11060,4,790,1,156,1806,28,902,46,1761,902
2020-03-11,26,8987,0,0,4780,10938,10,787,0,155,1806,0,902,24,1740,902
2020-03-11,27,9115,0,0,4779,10892,12,773,1,179,1806,66,902,148,1642,902
2020-03-11,28,9274,0,0,4781,10661,22,774,1,179,1806,82,902,156,1608,902
2020-03-11,29,8928,0,0,4781,11061,0,789,1,160,1806,82,902,280,1430,902
2020-03-11,30,8615,0,0,4774,11209,176,790,1,160,1806,74,902,314,1395,902
2020-03-11,31,9574,0,0,4773,11277,306,777,0,173,1806,0,902,160,1391,902
2020-03-11,32,10965,0,0,4767,11173,144,798,0,168,1806,66,902,144,1389,902
2020-03-11,33,12161,0,0,4769,11100,0,800,0,170,2002,30,978,20,1391,1018
2020-03-11,34,12927,0,0,4771,11182,518,805,0,166,2004,32,978,0,1524,1020
2020-03-11,35,13890,0,0,4765,10830,1014,843,0,200,2004,0,1000,0,1754,1020
2020-03-11,36,15005,0,0,4762,11059,982,868,0,217,2004,0,1000,0,1763,1020
2020-03-11,37,15938,0,0,4761,10772,1018,845,0,253,2004,0,1056,10,1763,1020
2020-03-11,38,16336,0,0,4761,10310,1230,830,0,250,2004,0,1058,106,1760,1020
2020-03-11,39,16223,0,0,4765,10049,1084,828,0,250,2004,0,1056,54,1756,1020
2020-03-11,40,15598,0,0,4766,9869,982,829,0,220,2004,0,1056,14,1754,1020
2020-03-11,41,14439,0,0,4768,9841,896,879,0,163,2004,28,1056,132,1757,1020
2020-03-11,42,13079,0,0,4771,10056,378,908,0,163,2000,44,1056,136,1748,1018
2020-03-11,43,11468,0,0,4768,10861,0,818,0,161,1710,80,856,72,1730,854
2020-03-11,44,8819,0,0,4770,11314,0,818,1,161,1706,80,852,188,1721,852
2020-03-11,45,6859,0,0,4770,11520,0,817,0,161,1608,78,804,340,1670,802
2020-03-11,46,5490,0,0,4770,11411,0,805,0,167,1606,76,794,354,1265,802
2020-03-11,47,5016,0,0,4767,11765,0,769,0,163,1510,28,268,372,840,756
2020-03-11,48,4303,0,0,4770,11628,0,758,0,159,1510,0,260,442,718,754
2020-03-12,1,4144,0,0,4770,11183,0,730,0,157,1500,0,744,480,712,708
2020-03-12,2,4112,0,0,4768,11580,0,723,0,157,1498,0,756,482,714,708
2020-03-12,3,4391,0,0,4770,11258,0,721,0,157,1410,0,708,470,710,568
2020-03-12,4,3873,0,0,4774,11422,0,718,0,152,1410,0,700,456,711,570
2020-03-12,5,3868,0,0,4772,11262,0,720,0,156,1408,0,266,308,710,708
2020-03-12,6,3759,0,0,4771,11265,0,721,0,157,1410,0,246,292,714,704
2020-03-12,7,3801,0,0,4771,11293,0,723,0,162,1410,0,0,440,716,370
2020-03-12,8,3677,0,0,4773,11092,0,700,0,162,1410,0,0,504,714,362
2020-03-12,9,3837,0,0,4772,11445,0,596,0,161,1410,0,0,504,713,142
2020-03-12,10,3906,0,0,4768,11550,0,594,0,160,1410,26,0,504,748,140
2020-03-12,11,4209,0,0,4771,11468,0,614,1,160,1360,82,0,504,825,76
2020-03-12,12,4899,0,0,4767,11736,118,617,1,166,1364,82,0,504,900,100
2020-03-12,13,6562,0,0,4773,11662,36,665,0,159,1652,82,100,504,1256,820
2020-03-12,14,8455,0,0,4770,11747,0,665,1,153,1656,82,102,504,1534,842
2020-03-12,15,9953,0,0,4766,11929,422,710,1,157,1902,82,102,504,1677,950
2020-03-12,16,10041,0,0,4770,12249,574,700,1,163,1904,82,102,504,1703,950
2020-03-12,17,10087,0,0,4766,12222,210,661,0,171,1904,82,626,504,1708,918
2020-03-12,18,9353,0,0,4773,12383,82,634,0,160,1904,82,690,504,1705,918
2020-03-12,19,8857,0,0,4768,12638,104,639,0,185,1860,82,946,424,1623,950
2020-03-12,20,8588,0,0,4772,12672,10,643,0,171,1842,82,950,324,1464,950
2020-03-12,21,8434,0,0,4770,12335,96,637,0,198,1188,82,950,432,1440,950
2020-03-12,22,8360,0,0,4772,12242,26,638,0,194,1192,82,950,406,1491,950
2020-03-12,23,7551,0,0,4771,12333,8,664,0,163,1880,82,950,452,1370,950
2020-03-12,24,7499,0,0,4773,12568,0,658,1,160,1902,78,950,450,1347,950
2020-03-12,25,7630,0,0,4774,12286,20,642,1,165,1906,48,950,504,1367,950
2020-03-12,26,7904,0,0,4775,11983,0,643,1,157,1906,30,950,486,1368,950
2020-03-12,27,7749,0,0,4775,11905,0,773,1,158,1906,30,950,504,1345,950
2020-03-12,28,7653,0,0,4789,11616,0,933,1,164,1906,56,950,504,1372,950
2020-03-12,29,8005,0,0,4815,11321,36,931,1,169,1906,32,950,504,1358,950
2020-03-12,30,8317,0,0,4826,11129,0,942,0,162,1906,82,950,504,1498,950
2020-03-12,31,8817,0,0,4841,11029,0,960,0,171,1906,52,950,428,1683,950
2020-03-12,32,10012,0,0,4853,11176,0,966,0,162,1906,68,950,414,1642,952
2020-03-12,33,10855,0,0,4849,11226,260,969,0,174,2004,0,980,482,1700,1018
2020-03-12,34,12426,0,0,4852,11440,288,973,0,164,2004,0,982,454,1701,1018
2020-03-12,35,13626,0,0,4853,11464,286,1000,0,162,2004,0,1000,318,1681,1020
2020-03-12,36,14082,0,0,4852,11640,736,1003,0,176,2004,0,1000,296,1663,1020
2020-03-12,37,14182,0,0,4862,12097,1050,1003,0,278,2004,0,1056,290,1700,1020
2020-03-12,38,14661,0,0,4869,12227,1102,1002,0,279,2004,0,1056,226,1706,1020
2020-03-12,39,14714,0,0,4875,12328,890,999,0,175,2004,0,1056,74,1686,1020
2020-03-12,40,14158,0,0,4880,12520,718,999,0,161,2004,0,1054,0,1727,1020
2020-03-12,41,13186,0,0,4879,12561,536,1003,0,163,2004,0,1058,0,1725,1020
2020-03-12,42,12179,0,0,4876,12591,100,849,0,173,2002,0,1056,0,1713,1020
2020-03-12,43,10671,0,0,4881,12431,28,834,0,162,1874,0,922,54,1618,922
2020-03-12,44,8782,0,0,4890,12330,86,833,1,162,1874,30,920,10,1601,922
2020-03-12,45,7620,0,0,4921,11960,42,814,1,162,1656,72,696,44,1447,828
2020-03-12,46,6673,0,0,4929,11813,52,757,0,162,1654,18,692,2,1123,828
2020-03-12,47,5990,0,0,4930,11317,0,716,0,162,1510,78,756,60,945,758
2020-03-12,48,5508,0,0,4938,11052,0,714,0,161,1508,110,756,90,945,758
2020-03-13,1,5401,0,0,4955,10834,0,698,0,159,1508,110,754,156,946,756
2020-03-13,2,5826,0,0,4969,10643,0,696,0,158,1508,110,758,272,946,756
2020-03-13,3,5807,0,0,4976,10668,0,691,0,157,1508,110,758,206,951,756
2020-03-13,4,5136,0,0,4976,10747,0,692,0,157,1508,108,758,76,1062,756
2020-03-13,5,4808,0,0,4985,10822,0,691,0,158,1508,32,758,0,1040,756
2020-03-13,6,4485,0,0,4996,11160,0,690,0,160,1508,0,756,0,975,756
2020-03-13,7,4360,0,0,5002,10959,0,692,0,161,1508,0,758,0,796,756
2020-03-13,8,4433,0,0,5007,10823,0,693,0,161,1508,0,756,0,768,756
2020-03-13,9,4612,0,0,5014,10572,0,692,0,160,1508,0,654,0,778,756
2020-03-13,10,5107,0,41,5027,10206,0,710,0,160,1502,0,656,0,885,756
2020-03-13,11,6440,0,72,5034,9387,0,791,0,173,1116,76,898,0,1045,804
2020-03-13,12,8243,0,98,5048,8492,0,792,0,167,1144,32,902,0,1063,806
2020-03-13,13,10804,0,166,5051,7627,84,790,0,171,1972,0,998,0,1174,998
2020-03-13,14,13763,0,373,5052,7048,74,799,0,169,1990,0,1000,0,1440,1000
2020-03-13,15,16784,0,559,5052,6756,346,994,0,158,1452,0,1000,0,1700,1000
2020-03-13,16,18304,0,572,5048,6329,320,1001,0,164,1452,0,1000,0,1719,1000
2020-03-13,17,18598,0,626,5047,5559,658,999,0,164,1992,0,1056,0,1746,1000
2020-03-13,18,19371,0,645,5050,4969,330,984,0,163,2004,0,1056,0,1830,1000
2020-03-13,19,19993,0,646,5047,4703,320,956,0,163,2004,0,1056,0,1910,1000
2020-03-13,20,19911,0,647,5045,4382,308,968,0,161,2004,0,1056,0,2067,1000
2020-03-13,21,19933,0,646,5046,4064,308,972,0,161,2004,0,1056,0,2316,1000
2020-03-13,22,19831,0,646,5062,3643,312,979,0,160,2004,0,1056,0,2481,1000
2020-03-13,23,20288,0,646,5052,3227,220,982,0,165,2004,0,1058,0,2686,1000
2020-03-13,24,20569,0,647,5052,2985,2,983,0,161,2004,0,1058,0,2780,1000
2020-03-13,25,20382,0,646,4974,2792,22,986,0,219,2004,0,1000,0,2934,1000
2020-03-13,26,20275,0,646,4875,2817,0,982,0,158,2004,0,1000,0,2965,1000
2020-03-13,27,19989,0,646,4869,2680,22,955,0,170,2004,0,998,0,2970,1000
2020-03-13,28,19600,0,647,4869,2721,0,949,0,156,2004,0,1000,0,2958,1000
2020-03-13,29,19568,0,646,4868,2627,0,947,1,156,2004,0,1000,0,2969,1000
2020-03-13,30,19737,0,646,4870,2577,0,948,0,156,2004,0,1000,0,2972,1000
2020-03-13,31,19781,0,646,4870,2681,0,951,1,159,2004,0,1000,0,2977,1000
2020-03-13,32,20252,0,646,4866,2696,0,954,0,160,2004,0,1000,0,2981,1000
2020-03-13,33,20909,0,647,4869,2836,0,968,1,163,2004,0,1000,34,2997,1020
2020-03-13,34,21426,0,647,4866,3097,90,995,1,163,2004,0,1000,36,2984,1020
2020-03-13,35,21307,0,646,4863,3372,1354,1010,2,175,2004,0,1000,0,2980,1020
2020-03-13,36,21621,0,646,4862,3455,1370,1014,1,236,2004,0,1000,0,2914,1020
2020-03-13,37,22044,0,646,4866,3863,1384,1014,2,261,2004,0,1056,0,2901,1020
2020-03-13,38,22368,0,646,4864,4365,1652,1032,3,239,2004,0,1056,0,2903,1020
2020-03-13,39,22047,0,647,4841,4643,904,1037,0,183,2004,0,1056,0,2904,1020
2020-03-13,40,21134,0,647,4832,5051,570,958,0,178,2004,0,1056,0,2904,1020
2020-03-13,41,20230,0,646,4724,5435,6,962,0,174,2004,0,1020,0,2902,1018
2020-03-13,42,18737,0,646,4591,5736,0,978,1,157,2004,0,1018,0,2899,1018
2020-03-13,43,16522,0,605,4542,6249,0,766,1,156,2004,0,934,0,2897,928
2020-03-13,44,14532,0,325,4544,6432,0,798,0,156,2004,0,934,0,2896,922
2020-03-13,45,13096,0,0,4538,6892,0,803,0,161,2006,0,926,0,2854,516
2020-03-13,46,11749,0,0,4540,7222,0,757,0,161,2006,0,926,0,2587,516
2020-03-13,47,9899,0,0,4536,7416,0,716,0,160,2004,0,998,0,2242,990
2020-03-13,48,8291,0,0,4566,7454,0,718,0,160,2004,0,998,0,2217,1000
2020-03-14,1,7808,0,0,4702,7702,0,717,0,160,1808,0,904,0,2226,902
2020-03-14,2,7640,0,0,4753,7826,0,708,0,159,1806,0,902,0,2281,902
2020-03-14,3,7249,0,0,4758,8021,0,703,0,158,1708,0,854,0,2344,854
2020-03-14,4,6331,0,0,4754,8232,0,692,0,156,1708,0,854,0,2395,854
2020-03-14,5,6404,0,0,4743,8482,0,693,0,156,1608,0,760,22,2394,806
2020-03-14,6,6330,0,0,4735,8580,0,698,0,156,1586,20,758,6,2277,806
2020-03-14,7,6103,0,0,4728,8621,0,702,0,158,910,76,768,82,2208,806
2020-03-14,8,5684,0,0,4721,8722,0,703,0,159,872,22,768,6,2186,804
2020-03-14,9,6022,0,0,4701,8652,0,703,0,160,218,62,758,48,2138,704
2020-03-14,10,6045,0,0,4692,8814,0,705,0,160,196,0,758,2,2110,704
2020-03-14,11,6100,0,0,4689,8839,0,694,0,163,0,66,758,16,2345,722
2020-03-14,12,6046,0,0,4658,8956,0,690,0,160,0,68,760,0,2364,722
2020-03-14,13,6710,0,0,4639,9290,0,706,0,160,80,0,804,0,2319,804
2020-03-14,14,7166,0,0,4616,9296,48,717,0,160,190,0,806,8,2373,804
2020-03-14,15,7266,0,0,4608,9383,92,742,0,158,1596,0,804,0,2406,854
2020-03-14,16,8221,0,0,4528,9540,0,746,0,162,1706,0,804,0,2406,854
2020-03-14,17,8946,0,0,4379,9547,44,921,0,162,1804,0,902,0,2406,902
2020-03-14,18,9505,0,0,4348,9469,788,914,0,161,1806,0,904,0,2406,902
2020-03-14,19,10163,0,0,4144,9300,674,907,0,166,1904,0,950,0,2405,950
2020-03-14,20,10187,0,0,4142,9364,590,906,0,160,1906,14,950,0,2407,950
2020-03-14,21,10068,0,0,4143,9344,424,906,0,192,1904,44,950,72,2408,950
