#Settlement Date,Settlement Period,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTNEM
2020-04-24,39,13852,0,0,5768,1259,0,390,0,326,2004,0,1000,0,3090,1000
2020-04-24,40,13808,0,0,5765,1265,118,389,0,211,2004,0,1000,0,3092,998
2020-04-24,41,13743,0,0,5765,1264,72,405,0,256,2004,0,930,0,3090,874
2020-04-24,42,13736,0,0,5762,1236,26,405,0,183,2004,0,930,0,3090,874
2020-04-24,43,13491,0,0,5758,1196,128,405,0,163,2004,0,998,0,3094,998
2020-04-24,44,13070,0,0,5759,1146,0,405,1,155,2004,0,1000,0,3118,1000
2020-04-24,45,11832,0,0,5762,1249,6,367,0,154,2004,0,940,0,3118,940
2020-04-24,46,10762,0,0,5765,1307,0,374,0,154,2004,0,938,0,3083,940
2020-04-24,47,9071,0,0,5767,1491,0,339,0,174,1710,0,854,0,3084,854
2020-04-24,48,7895,0,0,5767,1547,0,316,0,173,1704,0,852,0,3110,854
2020-04-25,1,7780,0,0,5766,1528,0,229,1,173,1510,0,696,0,3094,756
2020-04-25,2,7251,0,0,5765,1640,0,222,1,151,1508,0,696,0,3080,756
2020-04-25,3,7047,0,0,5768,1648,0,188,1,151,1508,0,784,0,3115,756
2020-04-25,4,6998,0,0,5770,1644,0,160,1,151,1508,0,784,0,3117,756
2020-04-25,5,6863,0,0,5772,1638,0,159,1,151,1508,0,758,0,3121,758
2020-04-25,6,6724,0,0,5775,1621,0,159,1,153,1506,0,758,0,3121,756
2020-04-25,7,6748,0,0,5775,1624,0,140,1,153,1410,0,710,0,3120,708
2020-04-25,8,6611,0,0,5779,1660,0,140,1,154,1410,0,708,0,3119,708
2020-04-25,9,6338,0,0,5782,1688,0,140,1,155,1410,0,710,0,3115,708
2020-04-25,10,6156,0,0,5781,1644,0,142,1,154,1410,0,710,0,3119,708
2020-04-25,11,6240,0,0,5782,1673,0,146,1,154,1410,0,710,0,3118,708
2020-04-25,12,6134,0,0,5785,1685,0,140,1,153,1410,0,710,0,3111,708
2020-04-25,13,6194,0,0,5782,1731,0,140,1,151,1410,54,710,0,3111,708
2020-04-25,14,6564,0,0,5780,1738,0,147,1,150,1410,56,710,0,3113,708
2020-04-25,15,7117,0,0,5781,1818,0,193,1,152,1408,0,710,0,3120,708
2020-04-25,16,7441,0,0,5780,1791,0,218,1,153,1410,0,710,0,3120,708
2020-04-25,17,8036,0,0,5783,1619,34,263,2,238,1508,0,756,0,3120,756
2020-04-25,18,8172,0,0,5781,1516,0,305,1,330,1508,0,758,0,3120,756
2020-04-25,19,8480,0,0,5778,1408,30,354,1,311,1508,0,756,0,3116,756
2020-04-25,20,8667,0,0,5780,1220,202,359,1,309,1508,0,756,0,3114,756
2020-04-25,21,8799,0,0,5779,1080,212,342,1,291,1508,0,758,0,3116,756
2020-04-25,22,8727,0,0,5780,946,256,326,1,232,1508,0,756,0,3112,756
2020-04-25,23,8387,0,0,5781,916,118,300,1,161,1508,0,756,0,3112,756
2020-04-25,24,8073,0,0,5779,876,120,295,1,158,1508,0,758,0,3110,756
2020-04-25,25,7850,0,0,5778,834,0,287,0,156,1508,0,756,0,3103,756
2020-04-25,26,7612,0,0,5776,857,0,259,1,155,1508,0,756,0,3031,756
2020-04-25,27,7236,0,0,5778,875,0,143,0,156,1408,0,756,0,3075,756
2020-04-25,28,6712,0,0,5782,957,0,127,5,157,1402,0,756,0,3039,756
2020-04-25,29,6921,0,0,5782,952,0,127,5,160,1116,0,756,0,3048,756
2020-04-25,30,6779,0,0,5785,888,0,126,5,157,1112,0,756,0,3040,756
2020-04-25,31,6746,0,0,5785,921,0,126,0,160,1110,0,756,0,2881,756
2020-04-25,32,7049,0,0,5786,918,0,159,0,161,1118,0,756,0,2853,756
2020-04-25,33,7169,0,0,5789,983,0,291,0,165,1502,0,898,0,2916,900
2020-04-25,34,8608,0,0,5789,942,44,337,1,167,1514,0,900,20,3000,902
2020-04-25,35,10524,0,0,5788,888,0,382,1,164,1898,0,948,0,3016,950
2020-04-25,36,11513,0,0,5786,896,0,384,0,163,1904,0,950,0,3099,950
2020-04-25,37,12422,0,0,5786,859,0,389,0,165,2004,0,998,0,3105,1000
2020-04-25,38,12866,0,0,5783,794,34,387,1,203,2004,36,1000,0,3103,1000
2020-04-25,39,12989,0,0,5782,812,150,387,0,198,2004,156,1000,0,3104,1000
2020-04-25,40,13004,0,0,5779,827,58,387,0,197,2004,136,1000,0,3104,1000
2020-04-25,41,12719,0,0,5779,814,142,385,0,227,2004,210,1000,0,3107,1000
2020-04-25,42,12403,0,0,5775,840,332,384,0,216,2004,292,1000,0,3106,1000
2020-04-25,43,12563,0,0,5774,821,326,368,0,208,1904,254,948,0,3103,950
2020-04-25,44,12008,0,0,5772,777,20,371,1,213,1904,204,948,0,3107,950
2020-04-25,45,10905,0,0,5773,731,0,387,0,157,1904,342,948,16,3106,952
2020-04-25,46,9843,0,0,5771,700,0,386,1,156,1900,360,948,0,3105,950
2020-04-25,47,8960,0,0,5774,697,26,354,3,136,1612,318,806,0,3105,804
2020-04-25,48,8150,0,0,5779,713,0,282,3,126,1608,296,804,0,3077,804
2020-04-26,1,7753,0,0,5779,755,0,169,3,128,1508,146,758,0,3060,756
2020-04-26,2,7266,0,0,5782,769,0,149,2,147,1508,122,756,0,3057,756
2020-04-26,3,6965,0,0,5787,808,0,149,3,151,1508,272,758,12,3062,756
2020-04-26,4,6847,0,0,5787,857,0,147,3,151,1508,368,756,90,3060,756
2020-04-26,5,6747,0,0,5774,894,0,128,2,151,1370,244,690,6,3052,688
2020-04-26,6,6524,0,0,5782,903,0,126,2,161,1370,92,688,20,2998,688
2020-04-26,7,6389,0,0,5782,923,0,111,2,166,1370,0,688,0,3049,688
2020-04-26,8,6413,0,0,5784,933,0,111,3,154,1368,0,688,0,3001,688
2020-04-26,9,6045,0,0,5783,1075,0,110,2,155,1368,0,690,0,3060,688
2020-04-26,10,6052,0,0,5779,1199,0,108,3,155,1370,0,688,0,3061,688
2020-04-26,11,5991,0,0,5780,1293,0,91,2,155,1370,0,688,0,3054,688
2020-04-26,12,5698,0,0,5783,1334,0,90,2,154,1370,0,688,0,3019,688
2020-04-26,13,5727,0,0,5779,1406,0,90,2,152,1368,14,688,0,2956,688
2020-04-26,14,5920,0,0,5781,1420,0,92,2,151,1368,14,690,0,3044,688
2020-04-26,15,6228,0,0,5783,1378,0,137,3,153,1368,38,688,0,3048,688
2020-04-26,16,6104,0,0,5780,1404,0,180,3,154,1368,178,688,0,2794,688
2020-04-26,17,5865,0,0,5779,1544,0,310,1,154,1368,322,688,34,2734,688
2020-04-26,18,5563,0,0,5780,1656,0,326,1,163,1370,402,690,112,3000,688
2020-04-26,19,5684,0,0,5782,1715,0,326,1,168,1508,400,756,8,3031,756
2020-04-26,20,5755,0,0,5781,1891,0,328,1,165,1508,354,754,0,2997,756
2020-04-26,21,6033,0,0,5776,1913,0,297,0,160,1568,208,588,0,3016,658
2020-04-26,22,5906,0,0,5778,2124,0,283,0,159,1568,74,586,0,3017,656
2020-04-26,23,5671,0,0,5781,2315,0,284,5,159,1706,0,466,0,3044,706
2020-04-26,24,5915,0,0,5780,2470,0,283,2,158,1700,0,464,0,3083,704
2020-04-26,25,6864,0,0,5780,2632,0,283,2,164,1316,0,466,0,3075,468
2020-04-26,26,7012,0,0,5778,2697,0,256,0,162,1296,0,468,0,3031,466
2020-04-26,27,7025,0,0,5780,2749,0,108,0,155,778,0,658,0,2968,608
2020-04-26,28,6787,0,0,5777,2841,0,90,1,166,752,0,660,0,2802,610
2020-04-26,29,7102,0,0,5776,2952,0,89,3,166,210,0,534,0,2856,706
2020-04-26,30,7101,0,0,5776,2873,0,90,2,165,198,0,532,0,2942,708
2020-04-26,31,7818,0,0,5781,2880,0,89,0,160,214,0,148,0,3054,792
2020-04-26,32,8529,0,0,5782,2758,0,146,0,160,214,0,156,0,3078,792
2020-04-26,33,8957,0,0,5780,2760,0,262,0,163,194,0,822,0,3014,684
2020-04-26,34,9976,0,0,5781,2688,230,297,0,244,314,0,852,0,3122,686
2020-04-26,35,10243,0,0,5787,2773,0,326,0,321,1784,0,948,0,3118,948
2020-04-26,36,10929,0,0,5784,2716,14,346,0,289,1904,0,950,16,3097,950
2020-04-26,37,11125,0,0,5784,2722,120,374,0,222,1906,0,950,148,3127,952
2020-04-26,38,11087,0,0,5783,2751,220,376,1,272,1906,0,950,236,3138,950
2020-04-26,39,11187,0,0,5782,2653,62,375,3,245,1904,0,950,258,3142,952
2020-04-26,40,11313,0,0,5783,2261,34,374,0,228,1904,0,950,324,3142,950
2020-04-26,41,11458,0,0,5778,1907,144,361,0,255,1904,44,950,316,3142,950
2020-04-26,42,11559,0,0,5779,1714,0,361,1,293,1904,66,948,334,3128,950
2020-04-26,43,11508,0,0,5780,1631,56,361,3,300,1806,74,900,372,3129,902
2020-04-26,44,10833,0,0,5779,1622,0,362,2,212,1806,14,900,256,3132,902
2020-04-26,45,9958,0,0,5778,1585,48,364,3,166,1706,14,852,318,3134,854
2020-04-26,46,8981,0,0,5776,1575,0,350,1,154,1706,56,852,214,3147,854
2020-04-26,47,8036,0,0,5784,1702,4,282,2,159,1558,32,782,54,3133,780
2020-04-26,48,7013,0,0,5785,1777,0,248,3,154,1556,0,782,0,3131,780
2020-04-27,1,6827,0,0,5783,1624,2,144,2,159,1456,0,734,0,3132,732
2020-04-27,2,6733,0,0,5789,1545,0,143,2,152,1454,0,734,0,3136,732
2020-04-27,3,6999,0,0,5788,1314,12,128,2,151,1456,0,734,0,3133,732
2020-04-27,4,7056,0,0,5787,1324,0,128,1,150,1458,0,734,0,3125,732
2020-04-27,5,6800,0,0,5785,1437,0,123,1,150,1460,0,734,0,3132,730
2020-04-27,6,6345,0,0,5786,1589,0,122,1,150,1458,0,732,0,3136,730
2020-04-27,7,6423,0,0,5785,1568,0,108,1,150,1370,0,688,0,3141,692
2020-04-27,8,6483,0,0,5782,1507,0,108,1,150,1370,0,688,0,3133,692
2020-04-27,9,6466,0,0,5784,1560,0,108,1,154,1370,0,692,0,3128,580
2020-04-27,10,6281,0,0,5780,1511,0,118,0,153,1370,0,692,0,3137,580
2020-04-27,11,6519,0,0,5782,1437,0,151,0,154,1370,0,670,0,3151,688
2020-04-27,12,6419,0,0,5782,1352,22,186,1,154,1372,0,670,0,3155,688
2020-04-27,13,6922,0,0,5778,1312,0,279,2,152,1606,60,794,72,3156,804
2020-04-27,14,7899,0,0,5782,1467,0,281,1,152,1608,16,794,160,3150,804
2020-04-27,15,9488,0,0,5777,1361,0,297,0,151,1754,0,584,34,3142,878
2020-04-27,16,10912,0,0,5783,1504,0,315,0,151,1756,0,582,0,3137,878
2020-04-27,17,11659,0,0,5779,1666,24,327,0,167,1904,0,670,0,3139,950
2020-04-27,18,12232,0,0,5783,1478,192,327,0,188,1906,0,674,0,3140,950
2020-04-27,19,12357,0,0,5786,1397,0,342,0,169,1904,0,920,0,3138,950
2020-04-27,20,12193,0,0,5787,1334,0,345,0,171,1906,0,924,0,3139,950
2020-04-27,21,12104,0,0,5785,1221,0,341,0,158,2004,0,998,0,3144,1000
2020-04-27,22,12081,0,0,5782,1076,0,325,0,158,2004,0,1000,0,3146,1000
2020-04-27,23,11993,0,0,5783,1024,0,263,0,161,2004,0,998,0,3141,1000
2020-04-27,24,11876,0,0,5781,1059,0,263,0,173,2004,0,1000,0,3092,1000
2020-04-27,25,12191,0,0,5777,1033,34,235,0,169,2004,0,1000,0,3147,1000
2020-04-27,26,12214,0,0,5778,1006,0,219,0,160,2004,0,998,0,3152,1000
2020-04-27,27,11915,0,0,5775,1035,0,161,0,159,1954,0,972,0,3119,974
2020-04-27,28,11480,0,0,5770,1076,0,152,0,161,1956,0,972,0,3098,976
2020-04-27,29,11393,0,0,5767,1018,0,138,0,159,1954,0,972,0,3152,974
2020-04-27,30,11561,0,0,5768,1048,0,139,0,155,1956,0,974,0,3150,974
2020-04-27,31,11728,0,0,5768,1147,0,141,0,162,1954,0,974,0,3155,974
2020-04-27,32,11694,0,0,5780,1263,0,190,0,168,1956,0,974,0,3140,974
2020-04-27,33,12125,0,0,5780,1326,0,281,0,172,2004,0,998,0,3081,1020
2020-04-27,34,12982,0,0,5773,1417,0,336,0,179,2004,0,1000,0,3143,1020
2020-04-27,35,13724,0,0,5772,1609,0,452,0,213,2004,0,1056,0,3146,1020
2020-04-27,36,14023,0,0,5777,1813,96,457,0,217,2004,0,1056,0,3112,1020
2020-04-27,37,14014,0,0,5778,1943,438,466,0,188,2004,0,1056,0,3111,1020
2020-04-27,38,14212,0,0,5778,2008,288,466,0,192,2004,0,1054,0,3130,1020
2020-04-27,39,14370,0,0,5779,2041,0,449,0,203,2004,0,962,0,3159,1020
2020-04-27,40,14176,0,0,5779,2045,4,448,0,181,2004,0,962,0,3160,1018
2020-04-27,41,14279,0,0,5781,2021,0,396,0,169,2004,0,952,0,3159,926
2020-04-27,42,14078,0,0,5773,2046,0,386,0,175,2004,0,952,0,3157,926
2020-04-27,43,13890,0,0,5770,1925,80,383,0,160,2004,0,686,0,3155,962
2020-04-27,44,13136,0,0,5770,1782,0,356,0,123,2004,0,672,0,3155,962
2020-04-27,45,12615,0,0,5773,1718,52,324,0,130,2004,0,178,0,3154,876
2020-04-27,46,11255,0,0,5774,1779,0,306,0,120,2000,0,184,0,3155,878
2020-04-27,47,9408,0,0,5777,1728,0,234,1,146,1710,0,830,0,3160,854
2020-04-27,48,7954,0,0,5778,1717,0,212,1,165,1706,0,854,0,3155,854
2020-04-28,1,7242,0,0,5774,1649,0,179,3,156,1706,0,854,0,3155,854
2020-04-28,2,6872,0,0,5774,1638,0,179,3,152,1706,0,854,0,3155,854
2020-04-28,3,6914,0,0,5777,1730,0,163,4,151,1558,0,784,0,3152,782
2020-04-28,4,7141,0,0,5781,1814,0,163,4,150,1558,0,784,0,3155,780
2020-04-28,5,7047,0,0,5779,1897,0,161,4,150,1558,0,782,0,3152,780
2020-04-28,6,6718,0,0,5775,1994,0,145,3,149,1558,0,782,0,3150,780
2020-04-28,7,6787,0,0,5776,2219,0,145,1,149,1558,0,782,0,3150,780
2020-04-28,8,6647,0,0,5774,2263,0,146,3,149,1558,0,776,0,3148,780
2020-04-28,9,6967,0,0,5773,2244,0,145,1,151,1558,0,386,0,3144,780
2020-04-28,10,6809,0,0,5775,2424,0,145,1,151,1558,0,356,0,3105,780
2020-04-28,11,6847,0,0,5773,2681,0,146,3,152,1606,0,0,0,3086,802
2020-04-28,12,6599,0,0,5773,2853,0,154,3,155,1606,0,0,0,3086,802
2020-04-28,13,7397,0,0,5773,2837,0,274,3,164,1704,0,0,0,3143,852
2020-04-28,14,8342,0,0,5777,2976,36,284,1,164,1706,0,0,0,3149,852
2020-04-28,15,9769,0,0,5777,3041,22,285,2,158,1902,0,0,0,3136,950
2020-04-28,16,11391,0,0,5778,2954,14,293,0,167,1904,0,0,0,3120,950
2020-04-28,17,11926,0,0,5776,2910,44,350,0,177,2002,0,414,0,3135,956
2020-04-28,18,12536,0,0,5776,2877,154,351,0,183,2004,0,468,0,3148,956
2020-04-28,19,12878,0,0,5775,2838,0,352,0,155,2002,0,1030,0,3152,1000
2020-04-28,20,13270,0,0,5779,2957,0,350,0,155,2004,0,1048,0,3154,1000
2020-04-28,21,13497,0,0,5779,3171,0,330,0,154,2002,0,1056,0,3148,1000
2020-04-28,22,13471,0,0,5778,3346,0,315,0,166,2002,0,1056,0,3152,1000
2020-04-28,23,13780,0,0,5777,3437,68,306,0,157,2002,0,1056,0,3138,1000
2020-04-28,24,14192,0,0,5777,3309,60,305,0,153,2004,0,1056,0,3129,1000
2020-04-28,25,14667,0,0,5777,3224,172,273,0,178,2004,0,1056,0,3127,1000
2020-04-28,26,14855,0,0,5779,3099,92,371,0,336,2004,0,1056,0,3126,1000
2020-04-28,27,14937,0,0,5778,2925,78,406,0,252,2004,0,930,0,3132,1000
2020-04-28,28,14929,0,0,5787,2733,0,394,0,155,2004,0,928,0,3130,1000
2020-04-28,29,14900,0,0,5786,2508,0,256,0,156,2004,0,950,0,3128,1000
2020-04-28,30,14716,0,0,5777,2421,170,241,0,154,2004,0,950,0,3119,1000
2020-04-28,31,14558,0,0,5777,2466,132,241,0,157,2004,0,998,0,3111,1000
2020-04-28,32,14778,0,0,5777,2351,0,254,0,160,2004,0,1000,0,3075,1000
2020-04-28,33,15235,0,0,5775,2253,0,317,0,182,2004,0,1000,0,3088,1020
2020-04-28,34,16084,0,0,5775,2351,200,334,0,217,2004,0,1000,0,3114,1020
2020-04-28,35,16488,0,0,5778,2258,916,437,0,363,2004,0,1056,0,3123,1020
2020-04-28,36,17005,0,0,5781,2322,1208,480,0,316,2004,0,1058,0,3123,1020
2020-04-28,37,16954,0,0,5782,2295,1208,522,0,296,2004,0,1056,0,3129,1020
2020-04-28,38,16643,0,0,5786,2331,818,445,0,296,2004,0,1056,0,3141,1020
2020-04-28,39,16541,0,0,5783,2318,476,409,0,282,2004,0,1056,0,3145,1020
2020-04-28,40,16335,0,0,5783,2324,76,408,0,204,2004,0,1056,0,3145,1020
2020-04-28,41,16023,0,0,5784,2444,52,408,0,183,2004,0,1058,0,3141,1020
2020-04-28,42,15641,0,0,5782,2454,32,406,0,169,2004,0,1056,0,3139,1020
2020-04-28,43,15032,0,0,5779,2507,58,409,0,157,2004,0,1000,0,3125,1000
2020-04-28,44,13843,0,0,5776,2466,0,410,0,150,2004,0,1000,0,3133,1000
2020-04-28,45,12462,0,0,5777,2362,10,331,0,151,2004,0,1000,0,3147,1000
2020-04-28,46,11070,0,0,5778,2305,0,343,0,145,1996,0,998,0,3149,998
2020-04-28,47,9964,0,0,5778,2222,0,390,0,151,1612,0,806,70,3152,806
2020-04-28,48,8587,0,0,5779,2131,10,279,1,165,1606,0,804,160,3153,804
2020-04-29,1,8177,0,0,5783,2138,36,260,1,149,1508,0,758,34,3154,756
2020-04-29,2,7766,0,0,5781,2055,0,254,1,149,1508,0,758,12,3153,756
2020-04-29,3,7656,0,0,5781,1961,0,203,1,152,1508,0,758,10,3152,756
2020-04-29,4,7681,0,0,5784,1973,0,202,1,146,1508,90,758,36,3134,756
2020-04-29,5,7654,0,0,5786,2003,0,182,0,146,1508,162,756,0,3138,756
2020-04-29,6,7647,0,0,5786,1919,0,182,1,150,1508,110,756,0,3104,756
2020-04-29,7,7884,0,0,5789,1897,0,181,1,147,1506,248,710,24,3130,756
2020-04-29,8,7882,0,0,5787,1775,0,181,1,145,1508,256,630,54,3143,756
2020-04-29,9,7827,0,0,5785,1785,0,182,1,145,1508,348,0,204,3136,756
2020-04-29,10,7731,0,0,5783,1825,0,181,1,145,1508,358,0,296,3139,756
2020-04-29,11,7401,0,0,5784,1862,0,182,4,146,1508,358,0,444,3141,756
2020-04-29,12,7317,0,0,5786,1917,0,222,3,146,1508,358,0,504,3138,756
2020-04-29,13,7742,0,0,5782,2125,0,339,3,147,1706,358,0,504,3099,854
2020-04-29,14,8490,0,0,5780,2344,22,346,3,151,1708,316,0,504,3116,854
2020-04-29,15,9213,0,0,5783,2534,0,365,1,151,1806,246,316,504,3116,902
2020-04-29,16,9826,0,0,5783,2746,0,375,1,153,1808,244,346,504,3114,902
2020-04-29,17,10151,0,0,5781,2918,0,411,1,173,2002,244,798,504,3042,988
2020-04-29,18,10393,0,0,5782,3063,0,411,2,170,2004,244,808,504,3102,988
2020-04-29,19,10588,0,0,5786,3220,0,399,0,151,2004,244,570,504,3104,1000
2020-04-29,20,10657,0,0,5780,3273,0,389,0,151,2004,244,566,504,3093,1000
2020-04-29,21,10504,0,0,5786,3506,0,354,0,147,2004,244,534,504,3108,1000
2020-04-29,22,10113,0,0,5789,3749,0,351,0,146,2004,220,536,504,3136,1000
2020-04-29,23,9683,0,0,5791,4076,0,351,0,138,2004,158,798,504,3118,1000
2020-04-29,24,9342,0,0,5788,4495,20,351,1,153,1996,158,802,504,3101,1000
2020-04-29,25,10294,0,0,5783,4566,110,309,1,170,1514,158,780,504,3116,1000
2020-04-29,26,9833,0,0,5791,5046,0,303,0,149,1542,158,780,504,3106,1000
2020-04-29,27,9016,0,0,5789,5511,0,267,2,150,1806,158,572,504,2899,902
2020-04-29,28,8323,0,0,5790,5882,0,265,0,155,1804,86,572,438,2859,902
2020-04-29,29,7708,0,0,5789,6148,4,276,0,152,1804,46,846,288,2894,904
2020-04-29,30,7369,0,0,5789,6256,0,275,1,166,1804,14,852,214,2889,904
2020-04-29,31,7212,0,0,5788,6659,0,275,2,172,1804,0,476,54,2994,858
2020-04-29,32,7055,0,0,5786,7113,0,275,2,163,1804,0,468,0,3025,858
2020-04-29,33,7166,0,0,5787,7422,0,307,1,164,1806,30,516,0,3036,848
2020-04-29,34,7990,0,0,5781,7288,10,345,0,182,1806,14,524,28,3099,848
2020-04-29,35,9139,0,0,5780,6848,112,441,0,194,1902,0,942,0,3105,950
2020-04-29,36,10092,0,0,5785,7070,0,443,0,172,1904,0,950,0,3102,950
2020-04-29,37,9823,0,0,5781,7424,264,466,0,175,1904,0,788,0,3100,950
2020-04-29,38,9862,0,0,5782,7192,152,462,0,208,1904,0,788,0,3107,950
2020-04-29,39,10194,0,0,5786,6779,0,463,0,196,1904,0,948,0,3109,950
2020-04-29,40,10180,0,0,5785,6278,38,558,0,158,1904,0,950,0,3109,950
2020-04-29,41,10385,0,0,5786,6054,12,563,0,152,1904,0,950,0,3104,952
2020-04-29,42,10131,0,0,5786,5938,172,557,0,153,1904,0,950,0,3102,950
2020-04-29,43,10001,0,0,5785,5795,282,471,0,159,1904,0,950,0,3099,952
2020-04-29,44,8996,0,0,5788,6023,0,374,0,146,1904,0,950,0,3061,950
2020-04-29,45,8429,0,0,5782,6070,26,295,0,153,1708,0,852,0,2778,854
2020-04-29,46,7453,0,0,5784,6182,0,303,0,145,1702,0,848,0,2004,854
2020-04-29,47,6587,0,0,5786,6334,24,244,0,156,1372,0,692,0,1532,690
2020-04-29,48,5136,0,0,5785,6195,4,241,0,168,1368,0,690,30,1473,688
2020-04-30,1,4832,0,0,5788,5886,18,240,0,146,1368,0,690,0,1512,688
2020-04-30,2,4345,0,0,5790,6366,0,236,0,146,1368,0,688,0,1501,688
2020-04-30,3,4558,0,0,5787,6824,0,214,0,155,1366,0,438,0,1457,688
2020-04-30,4,4613,0,0,5791,7046,0,212,0,147,1366,0,436,0,1453,688
2020-04-30,5,4192,0,0,5796,7405,0,195,0,146,1366,0,484,0,1453,686
2020-04-30,6,3818,0,0,5790,7606,0,196,0,146,1368,0,484,0,1461,688
2020-04-30,7,3731,0,0,5796,8105,0,196,0,142,1368,0,496,0,1458,688
2020-04-30,8,3663,0,0,5789,8201,0,196,0,152,1368,0,496,0,1483,688
2020-04-30,9,3773,0,0,5787,7893,0,196,0,142,1368,0,108,0,1488,688
2020-04-30,10,4028,0,0,5789,7738,0,193,0,143,1368,0,104,0,1513,688
2020-04-30,11,3969,0,0,5793,7929,0,181,0,143,1368,0,0,0,1464,678
2020-04-30,12,3821,0,0,5789,7750,0,185,0,143,1368,0,0,0,1465,678
2020-04-30,13,3914,0,0,5788,8125,0,254,0,147,1368,0,0,0,1465,688
2020-04-30,14,4216,0,0,5785,8533,0,259,1,148,1370,0,0,0,1544,690
2020-04-30,15,4949,0,0,5784,8153,72,305,0,185,1604,0,0,0,2056,804
2020-04-30,16,5752,0,0,5784,7662,76,324,0,169,1606,0,0,0,2689,804
2020-04-30,17,5817,0,0,5787,7421,0,358,0,150,1606,0,666,0,2959,804
2020-04-30,18,6053,0,0,5786,7443,0,371,0,150,1606,0,804,0,3033,804
2020-04-30,19,6113,0,0,5783,7282,82,354,0,168,1606,0,804,0,3065,804
2020-04-30,20,6442,0,0,5783,7244,26,357,0,157,1606,0,804,0,2947,804
2020-04-30,21,6709,0,0,5786,7128,4,342,0,144,1802,0,902,0,2951,902
2020-04-30,22,0,0,0,0,0,0,0,0,0,1804,0,902,0,0,902
2020-04-30,23,0,0,0,0,0,0,0,0,0,1804,68,856,0,0,900
2020-04-30,24,4807,0,0,3864,4582,0,226,0,99,1804,8,896,70,2036,902
2020-04-30,25,7323,0,0,5794,7047,0,335,0,152,1804,0,902,212,3062,902
2020-04-30,26,7445,0,0,5797,6933,70,307,0,152,1804,0,902,204,3056,902
2020-04-30,27,7226,0,0,5796,6789,0,244,0,154,1804,0,900,300,3059,902
2020-04-30,28,6745,0,0,5797,6959,0,244,0,153,1804,0,900,210,3021,902
2020-04-30,29,6716,0,0,5793,7048,0,260,0,150,1804,0,900,234,2811,902
2020-04-30,30,6822,0,0,5786,6509,164,260,0,159,1804,0,900,266,2837,902
2020-04-30,31,7633,0,0,5788,5945,58,260,0,151,1804,0,888,296,3025,890
2020-04-30,32,7856,0,0,5786,6100,18,261,0,152,1804,0,888,312,3043,890
2020-04-30,33,8835,0,0,5789,6237,16,330,0,171,1804,0,218,226,3008,762
2020-04-30,34,10249,0,0,5782,5676,266,349,0,194,1804,0,190,352,3005,760
2020-04-30,35,10612,0,0,5788,5844,0,428,0,182,2000,32,1020,352,3073,1016
2020-04-30,36,11199,0,0,5787,5981,154,430,0,185,2002,34,1056,302,3006,1020
2020-04-30,37,10880,0,0,5787,6231,732,441,0,181,2002,132,868,214,3000,1020
2020-04-30,38,10725,0,0,5787,6141,638,456,0,178,2002,168,864,220,2981,1020
2020-04-30,39,10945,0,0,5782,5735,754,459,0,202,2002,240,1006,152,2842,1020
2020-04-30,40,11206,0,0,5789,5444,290,454,0,194,2002,246,1008,96,2847,1020
2020-04-30,41,11684,0,0,5791,5396,60,509,0,162,2002,310,948,2,2845,1020
2020-04-30,42,11056,0,0,5787,5132,394,433,0,152,2002,296,948,0,2842,1020
2020-04-30,43,10868,0,0,5794,5126,248,395,0,152,2002,224,998,0,2821,1000
2020-04-30,44,10174,0,0,5788,5149,0,358,0,151,2002,84,1000,0,2844,1000
2020-04-30,45,9119,0,0,5787,4940,0,290,0,148,2002,144,1000,0,2705,1000
2020-04-30,46,7755,0,0,5789,5334,0,284,2,146,1990,210,996,0,2062,996
2020-04-30,47,7034,0,0,5790,5691,0,247,1,145,1462,294,736,72,1747,730
2020-04-30,48,6054,0,0,5785,5739,0,237,1,145,1448,244,732,76,1464,726
2020-05-01,1,5697,0,0,5791,5722,10,182,0,151,1370,106,692,0,1448,688
2020-05-01,2,5325,0,0,5790,5616,0,181,0,152,1368,0,692,0,1461,688
2020-05-01,3,5371,0,0,5787,5455,56,181,0,169,1368,0,690,0,1444,688
2020-05-01,4,5391,0,0,5785,5656,0,181,0,146,1368,0,692,0,1446,688
2020-05-01,5,5239,0,0,5786,5628,0,165,0,154,1368,0,690,0,1446,688
2020-05-01,6,5111,0,0,5785,5591,0,165,0,156,1368,0,690,0,1446,688
2020-05-01,7,4974,0,0,5787,5629,0,165,0,146,1368,0,690,0,1539,688
2020-05-01,8,4915,0,0,5788,5463,0,166,0,146,1368,0,690,0,1678,688
2020-05-01,9,4822,0,0,5792,5423,0,165,0,146,1368,0,690,0,1742,688
2020-05-01,10,4823,0,0,5790,5553,0,168,0,146,1368,0,690,0,1563,688
2020-05-01,11,4666,0,0,5787,5581,0,220,0,159,1368,0,690,0,1453,688
2020-05-01,12,4683,0,0,5789,5400,0,227,0,145,1368,90,690,0,1530,688
2020-05-01,13,5209,0,0,5787,5451,0,262,0,145,1368,246,690,72,1768,688
2020-05-01,14,5841,0,0,5788,5510,26,269,0,147,1368,274,688,170,1844,688
2020-05-01,15,6595,0,0,5788,5399,78,319,0,153,1602,126,802,42,2314,804
2020-05-01,16,7429,0,0,5787,5425,0,347,0,157,1606,46,804,0,2429,804
