#Settlement Date,Settlement Period,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW
2012-01-02,1,9253,0,7163,7095,2572,0,755,0,0,1748,0,992,
2012-01-02,2,9374,0,7140,7108,2593,0,755,0,0,1750,0,992,
2012-01-02,3,9541,0,7003,7119,2567,0,749,0,0,1748,0,992,
2012-01-02,4,9364,0,7037,7128,2497,0,749,0,0,1750,0,992,
2012-01-02,5,9259,0,6930,7131,2459,0,719,0,0,1748,0,992,
2012-01-02,6,9120,0,6801,7130,2479,0,719,0,0,1750,0,994,
2012-01-02,7,8744,0,6643,7129,2422,0,720,0,0,1750,0,992,
2012-01-02,8,8361,0,6430,7129,2479,0,716,0,0,1750,0,992,
2012-01-02,9,8195,0,5996,7122,2487,0,715,0,0,1750,0,994,
2012-01-02,10,8028,0,5957,7122,2443,0,716,0,0,1750,0,992,
2012-01-02,11,8280,0,6078,7124,2474,0,722,0,0,1748,0,572,
2012-01-02,12,8208,0,6325,7125,2500,0,721,0,0,1750,0,574,
2012-01-02,13,8768,0,7178,7120,2535,0,721,0,0,1748,0,0,
2012-01-02,14,8687,0,7690,7122,2499,0,721,0,0,1750,0,0,
2012-01-02,15,8674,0,7728,7120,2575,0,720,0,0,1738,0,0,
2012-01-02,16,8800,0,7836,7121,2595,0,720,0,0,1738,0,0,
2012-01-02,17,9122,0,7925,7122,2709,0,719,0,0,1750,0,0,
2012-01-02,18,9856,0,8183,7120,2761,186,718,0,0,1746,0,0,
2012-01-02,19,11186,0,8510,7112,2562,312,718,0,0,1584,0,128,
2012-01-02,20,12123,0,8904,7112,2636,308,718,0,0,1570,0,130,
2012-01-02,21,12418,0,9673,7109,2662,314,758,0,0,1746,0,278,
2012-01-02,22,12706,0,10183,7112,2636,286,745,0,0,1748,0,280,
2012-01-02,23,12677,0,10621,7109,2897,284,743,0,0,1748,0,290,
2012-01-02,24,12722,0,10806,7104,2952,298,796,0,0,1748,0,290,
2012-01-02,25,12819,0,10740,7103,3017,288,831,0,0,1748,0,526,
2012-01-02,26,12708,0,10961,7097,2987,302,830,0,0,1750,0,528,
2012-01-02,27,12403,0,11128,6975,3023,378,789,0,0,1748,0,564,
2012-01-02,28,12279,0,11272,6934,2977,314,788,0,0,1748,0,568,
2012-01-02,29,12638,0,11244,6926,2964,364,788,0,0,1748,0,280,
2012-01-02,30,12218,0,11690,6928,2966,326,790,0,0,1748,0,284,
2012-01-02,31,13158,0,12028,6929,2944,360,792,0,0,1624,0,0,
2012-01-02,32,13924,0,12485,6930,2949,302,799,0,0,1618,0,0,
2012-01-02,33,14802,0,12938,6927,2966,832,912,0,0,1748,0,154,
2012-01-02,34,16522,0,14108,6934,2961,1634,951,0,0,1748,0,164,
2012-01-02,35,16712,0,14352,6938,2993,1744,952,0,0,1748,0,954,
2012-01-02,36,16492,0,14604,6954,3012,1680,950,0,0,1748,0,992,
2012-01-02,37,16112,0,14564,7073,3010,1322,949,0,0,1746,0,992,
2012-01-02,38,15346,0,14587,7115,2987,1152,932,0,0,1748,0,992,
2012-01-02,39,14555,0,14857,7117,3021,530,820,0,0,1748,0,994,
2012-01-02,40,13637,0,14567,7109,2967,380,820,0,0,1748,0,994,
2012-01-02,41,12637,0,14719,7112,2966,334,858,0,0,1748,0,704,
2012-01-02,42,11768,0,14367,7111,2982,324,810,0,0,1748,0,700,
2012-01-02,43,10963,0,13924,7106,2916,408,735,0,0,1748,0,704,
2012-01-02,44,10080,0,13213,7108,2799,348,744,0,0,1750,0,704,
2012-01-02,45,9634,0,11886,7109,2863,276,743,0,0,1746,0,694,
2012-01-02,46,8837,0,11354,7107,2855,64,743,0,0,1748,0,690,
2012-01-02,47,7844,0,10866,7103,2797,0,743,0,0,1748,0,994,
2012-01-02,48,7308,0,10375,7110,2780,0,742,0,0,1748,0,992,
2012-01-03,1,7476,0,10392,7107,2755,0,743,0,0,1746,0,992,
2012-01-03,2,7581,0,10220,7112,2770,0,741,0,0,1748,0,992,
2012-01-03,3,7799,0,10254,7111,2707,0,699,0,0,1748,0,994,
2012-01-03,4,7495,0,9830,7114,2648,0,697,0,0,1748,0,992,
2012-01-03,5,7754,0,9205,7109,2621,0,700,0,0,1748,0,992,
2012-01-03,6,7989,0,8918,7107,2591,0,698,0,0,1750,0,992,
2012-01-03,7,7955,0,8702,7110,2565,0,697,0,0,1748,0,992,
2012-01-03,8,7883,0,8316,7108,2483,0,696,0,0,1750,0,994,
2012-01-03,9,7759,0,7970,7109,2547,0,695,0,0,1748,0,992,
2012-01-03,10,7719,0,7927,7110,2551,0,686,0,0,1750,0,994,
2012-01-03,11,7826,0,8518,7112,2382,0,728,0,0,1552,0,690,
2012-01-03,12,8637,0,9066,7111,1919,0,730,0,0,1550,0,694,
2012-01-03,13,10045,0,10085,7112,1581,0,740,0,0,1742,0,102,
2012-01-03,14,11015,0,11589,7114,1371,0,739,0,0,1750,0,104,
2012-01-03,15,12717,0,13385,7110,1207,236,808,0,0,1748,0,0,
2012-01-03,16,13130,0,15009,7108,1169,432,809,0,0,1750,0,0,
2012-01-03,17,13300,0,16165,7038,1090,580,806,0,0,1750,0,0,
2012-01-03,18,13526,0,16909,6892,1084,606,806,0,0,1750,0,0,
2012-01-03,19,14066,0,17661,6891,1092,300,815,0,0,1750,0,360,
2012-01-03,20,14195,0,18381,6886,1228,344,813,0,0,1750,0,370,
2012-01-03,21,14381,0,18750,6891,1274,286,813,0,0,1752,0,464,
2012-01-03,22,14600,0,18685,6890,1580,334,818,0,0,1748,0,462,
2012-01-03,23,14674,0,18665,6891,1705,510,819,0,0,1694,0,678,
2012-01-03,24,14754,0,18915,6890,1813,512,819,0,0,1694,0,678,
2012-01-03,25,14996,0,19059,6889,1920,520,820,0,0,1666,0,660,
2012-01-03,26,14336,0,19376,6869,1946,726,819,0,0,1666,0,658,
2012-01-03,27,14125,0,19783,6754,1969,296,816,0,0,1748,0,462,
2012-01-03,28,13383,0,19983,6709,1979,374,819,0,0,1748,0,456,
2012-01-03,29,13523,0,19593,6711,2147,588,820,0,0,1744,0,446,
2012-01-03,30,13573,0,19384,6710,2169,536,819,0,0,1746,0,454,
2012-01-03,31,13920,0,19653,6709,2307,436,820,0,0,1460,0,108,
2012-01-03,32,14985,0,19476,6713,2392,286,819,0,0,1454,0,108,
2012-01-03,33,16061,0,19446,6711,2413,378,826,0,0,1750,0,626,
2012-01-03,34,17629,0,19693,6709,2481,990,942,0,0,1748,0,632,
2012-01-03,35,17801,0,19956,6713,2385,1442,942,0,0,1748,0,992,
2012-01-03,36,17315,0,20238,6717,2522,1178,942,0,0,1748,0,992,
2012-01-03,37,16830,0,20203,6789,2573,908,942,0,0,1736,0,992,
2012-01-03,38,16365,0,20135,6837,2515,706,941,0,0,1732,0,992,
2012-01-03,39,15452,0,19775,6891,2547,330,941,0,0,1748,0,992,
2012-01-03,40,14371,0,19180,7016,2572,332,941,0,0,1748,0,994,
2012-01-03,41,14104,0,18384,7094,2355,424,941,0,0,1748,0,874,
2012-01-03,42,12837,0,17668,7104,2367,350,934,0,0,1746,0,872,
2012-01-03,43,12501,0,16672,7107,2465,306,828,0,0,1748,0,992,
2012-01-03,44,10985,0,15581,7101,2548,364,831,0,0,1746,0,992,
2012-01-03,45,9884,0,14779,7107,2601,96,756,0,0,1748,0,992,
2012-01-03,46,9235,0,13629,7103,2521,0,755,0,0,1748,0,994,
2012-01-03,47,8503,0,12220,7108,2544,0,739,0,0,1748,0,992,
2012-01-03,48,8363,0,11677,7105,2658,0,739,0,0,1748,0,992,
2012-01-04,1,8384,0,12141,7102,2564,0,724,0,0,1748,0,994,
2012-01-04,2,8457,0,12107,7111,2531,0,725,0,0,1748,0,994,
2012-01-04,3,8422,0,12008,7115,2456,0,714,0,0,1750,0,992,
2012-01-04,4,8064,0,11964,7117,2304,0,714,0,0,1748,0,992,
2012-01-04,5,7639,0,11882,7117,2270,0,706,0,0,1750,0,992,
2012-01-04,6,7343,0,11840,7095,2395,0,706,0,0,1748,0,992,
2012-01-04,7,7380,0,11448,6986,2324,0,706,0,0,1750,0,994,
2012-01-04,8,7348,0,11006,6935,2536,0,707,0,0,1748,0,992,
2012-01-04,9,7212,0,10862,6922,2553,0,707,0,0,1750,0,992,
2012-01-04,10,7212,0,10895,6923,2556,0,708,0,0,1748,0,994,
2012-01-04,11,7357,0,11035,6914,2408,0,723,0,0,1620,0,992,
2012-01-04,12,7600,0,11505,6906,2336,0,722,0,0,1618,0,976,
2012-01-04,13,8297,0,13282,6894,2447,0,714,0,0,1552,0,344,
2012-01-04,14,9262,0,15135,6899,2499,54,722,0,0,1550,0,338,
2012-01-04,15,10912,0,17007,6901,2587,312,721,0,0,1290,0,450,
2012-01-04,16,11692,0,18195,6902,2713,442,721,0,0,1286,0,444,
2012-01-04,17,11616,0,18901,6905,2695,392,718,0,0,1374,0,874,
2012-01-04,18,11699,0,19265,6907,2737,280,718,0,0,1374,0,874,
2012-01-04,19,12097,0,19712,6977,2804,438,729,0,0,1362,0,790,
2012-01-04,20,12199,0,19856,7082,2906,328,749,0,0,1362,0,794,
2012-01-04,21,12223,0,20470,7085,2876,498,773,0,0,1342,0,290,
2012-01-04,22,12361,0,20738,7086,2923,466,771,0,0,1342,0,286,
2012-01-04,23,12450,0,20520,7086,3001,326,802,0,0,1358,0,820,
2012-01-04,24,12462,0,20733,7093,3037,308,819,0,0,1358,0,824,
2012-01-04,25,12640,0,20604,7089,3050,616,820,0,0,1698,0,482,
2012-01-04,26,12720,0,20448,7094,3071,746,829,0,0,1654,0,478,
2012-01-04,27,12959,0,20351,7093,3096,838,940,0,0,1266,0,478,
2012-01-04,28,12743,0,20346,7094,3052,1072,929,0,0,1266,0,478,
2012-01-04,29,12916,0,20512,7092,3060,614,931,0,0,1598,0,486,
2012-01-04,30,13138,0,20428,7092,3089,378,931,0,0,1634,0,490,
2012-01-04,31,13629,0,20478,7089,3140,288,930,0,0,1596,0,108,
2012-01-04,32,14789,0,20381,7087,3225,404,934,0,0,1634,0,126,
2012-01-04,33,15928,0,20620,7087,3251,376,942,0,0,1744,0,846,
2012-01-04,34,16418,0,20640,7085,3248,1096,955,0,0,1746,0,848,
2012-01-04,35,16666,0,20494,7115,3211,1216,954,0,0,1748,0,994,
2012-01-04,36,16655,0,20386,7117,3129,1154,955,0,0,1748,0,994,
2012-01-04,37,16518,0,20460,7122,2957,936,953,0,0,1748,0,992,
2012-01-04,38,16266,0,20264,7119,2717,856,952,0,0,1748,0,994,
2012-01-04,39,15506,0,20140,7126,2492,504,942,0,0,1748,0,992,
2012-01-04,40,14316,0,19980,7121,2351,750,870,0,0,1748,0,994,
2012-01-04,41,13798,0,19570,7125,2116,558,869,0,0,1670,0,842,
2012-01-04,42,13353,0,18533,7141,1871,444,870,0,0,1668,0,838,
2012-01-04,43,11896,0,17693,7267,1913,534,869,0,0,1646,0,994,
2012-01-04,44,10638,0,16699,7324,1932,284,860,0,0,1644,0,994,
2012-01-04,45,9927,0,15586,7342,2077,282,736,0,0,1748,0,994,
2012-01-04,46,9312,0,14393,7349,2133,0,737,0,0,1748,0,992,
2012-01-04,47,8196,0,13369,7345,2305,0,737,0,0,1748,0,994,
2012-01-04,48,7549,0,12908,7346,2368,0,746,0,0,1750,0,992,
2012-01-05,1,7228,0,13234,7344,2437,0,740,0,0,1748,0,994,
2012-01-05,2,7278,0,13228,7336,2612,0,741,0,0,1750,0,994,
2012-01-05,3,7565,0,13140,7324,2648,0,742,0,0,1748,0,992,
2012-01-05,4,7386,0,12574,7332,2652,0,743,0,0,1750,0,992,
2012-01-05,5,7315,0,12180,7343,2617,0,758,0,0,1748,0,992,
2012-01-05,6,7059,0,12059,7345,2808,0,763,0,0,1750,0,992,
2012-01-05,7,6854,0,11629,7335,2590,0,763,0,0,1748,0,994,
2012-01-05,8,6676,0,11339,7351,2680,0,763,0,0,1750,0,994,
2012-01-05,9,6635,0,10966,7391,2748,0,754,0,0,1748,0,992,
2012-01-05,10,6671,0,10938,7401,2574,0,754,0,0,1750,0,994,
2012-01-05,11,6850,0,11045,7424,2587,0,755,0,0,1748,0,992,
2012-01-05,12,7243,0,11596,7426,2457,0,755,0,0,1748,0,992,
2012-01-05,13,8176,0,13068,7471,2597,0,753,0,0,1740,0,592,
2012-01-05,14,9057,0,14099,7510,2701,22,761,0,0,1742,0,584,
2012-01-05,15,10579,0,15684,7509,2706,496,829,0,0,1632,0,828,
2012-01-05,16,11592,0,16810,7511,2741,644,829,0,0,1630,0,828,
2012-01-05,17,11848,0,17204,7506,2767,1038,829,0,0,1748,0,834,
2012-01-05,18,11991,0,17321,7521,2649,740,829,0,0,1750,0,834,
2012-01-05,19,12138,0,18101,7513,2676,578,839,27,0,1748,0,796,
2012-01-05,20,12050,0,18644,7511,2599,670,840,30,0,1748,0,794,
2012-01-05,21,11959,0,18753,7525,2408,1074,841,13,0,1748,0,782,
2012-01-05,22,11934,0,19047,7561,2416,1070,853,0,0,1750,0,782,
2012-01-05,23,12064,0,19123,7557,2505,586,960,0,0,1748,0,848,
2012-01-05,24,12215,0,19051,7565,2664,440,961,0,0,1750,0,848,
2012-01-05,25,12296,0,18943,7582,2808,700,960,0,0,1660,0,624,
2012-01-05,26,12132,0,18935,7588,2934,534,956,0,0,1648,0,620,
2012-01-05,27,12265,0,18907,7589,2880,426,844,0,0,1650,0,654,
2012-01-05,28,12566,0,18753,7583,2898,318,843,0,0,1648,0,658,
2012-01-05,29,12739,0,18866,7585,2935,428,769,0,0,1746,0,340,
2012-01-05,30,12676,0,18911,7583,2900,314,770,0,0,1748,0,342,
2012-01-05,31,13023,0,18839,7589,2847,296,770,0,0,1628,0,166,
2012-01-05,32,13708,0,19151,7600,2812,390,778,0,0,1628,0,154,
2012-01-05,33,14970,0,19532,7605,2767,454,856,0,0,1738,0,716,
2012-01-05,34,15859,0,20205,7605,2745,1178,967,0,0,1740,0,716,
2012-01-05,35,16075,0,20216,7604,2684,1304,967,62,0,1746,0,992,
2012-01-05,36,16210,0,20087,7616,2630,1136,966,133,0,1748,0,992,
2012-01-05,37,16303,0,20279,7629,2580,546,957,95,0,1746,0,992,
2012-01-05,38,15701,0,20384,7645,2664,374,957,0,0,1748,0,992,
2012-01-05,39,14526,0,20290,7668,2687,344,957,0,0,1748,0,994,
2012-01-05,40,13307,0,19899,7686,2711,340,957,0,0,1748,0,992,
2012-01-05,41,12680,0,19271,7699,2737,514,957,0,0,1746,0,676,
2012-01-05,42,11637,0,19044,7704,2663,366,873,0,0,1748,0,668,
2012-01-05,43,10581,0,18242,7719,2568,394,749,0,0,1746,0,992,
2012-01-05,44,9622,0,17003,7725,2529,286,749,0,0,1746,0,992,
2012-01-05,45,8691,0,16116,7720,2433,90,749,0,0,1746,0,924,
2012-01-05,46,8342,0,14828,7713,2242,0,743,0,0,1748,0,922,
2012-01-05,47,8259,0,13676,7712,2099,0,735,0,0,1746,0,994,
2012-01-05,48,8192,0,12874,7723,1942,0,736,0,0,1748,0,994,
2012-01-06,1,8113,0,13020,7768,1949,0,737,0,0,1748,0,992,
2012-01-06,2,8046,0,13092,7799,1845,0,732,0,0,1748,0,992,
2012-01-06,3,8091,0,13120,7811,1798,0,734,0,0,1748,0,992,
2012-01-06,4,7903,0,12681,7808,1674,0,750,0,0,1748,0,992,
2012-01-06,5,7651,0,12617,7813,1586,0,734,0,0,1748,0,992,
2012-01-06,6,7574,0,12756,7830,1519,0,734,0,0,1750,0,994,
2012-01-06,7,7555,0,12202,7879,1482,0,733,0,0,1748,0,992,
2012-01-06,8,7531,0,11885,7878,1296,0,734,0,0,1748,0,992,
2012-01-06,9,7600,0,11823,7879,1232,0,735,0,0,1748,0,992,
2012-01-06,10,7577,0,11876,7915,1194,0,736,0,0,1748,0,992,
2012-01-06,11,7555,0,12013,7908,1184,0,735,0,0,1748,0,992,
2012-01-06,12,7747,0,12770,7911,1180,0,735,0,0,1748,0,992,
2012-01-06,13,8677,0,14185,7912,1147,0,749,0,0,1692,0,834,
2012-01-06,14,10329,0,15175,7918,1012,0,760,0,0,1666,0,834,
2012-01-06,15,11913,0,16769,7916,1012,460,942,0,0,1748,0,852,
2012-01-06,16,12745,0,18015,7919,1064,286,940,13,0,1748,0,852,
2012-01-06,17,12997,0,18623,7913,1134,372,940,18,0,1748,0,986,
2012-01-06,18,13339,0,18768,7918,1107,290,940,0,0,1748,0,986,
2012-01-06,19,13693,0,19225,7872,1087,462,960,0,0,1748,0,992,
2012-01-06,20,13750,0,19592,7722,1084,436,958,0,0,1748,0,992,
2012-01-06,21,13731,0,19726,7609,1070,572,957,0,0,1746,0,912,
2012-01-06,22,13692,0,19968,7545,1149,344,959,0,0,1748,0,910,
2012-01-06,23,13584,0,19874,7547,1401,286,958,0,0,1748,0,992,
2012-01-06,24,13411,0,19817,7542,1470,296,952,0,0,1748,0,992,
2012-01-06,25,13634,0,20233,7539,1392,498,941,0,0,998,0,994,
2012-01-06,26,13481,0,20138,7544,1553,408,914,0,0,988,0,992,
2012-01-06,27,13126,0,19763,7544,1693,290,893,0,0,1290,0,992,
2012-01-06,28,12821,0,19742,7550,1912,288,795,0,0,1288,0,994,
2012-01-06,29,13194,0,19649,7563,1951,380,725,0,0,1234,0,658,
2012-01-06,30,13045,0,19557,7626,2008,308,727,0,0,1234,0,658,
2012-01-06,31,13292,0,19656,7626,2130,418,727,0,0,1000,0,184,
2012-01-06,32,13734,0,20099,7626,2258,312,747,0,0,996,0,184,
2012-01-06,33,14629,0,20399,7642,2419,422,900,0,0,1590,0,152,
2012-01-06,34,15806,0,20767,7665,2573,1312,918,49,0,1650,0,158,
2012-01-06,35,15804,0,20462,7666,2707,1506,918,133,0,1650,0,904,
2012-01-06,36,15593,0,20176,7672,2852,1214,917,96,0,1650,0,898,
2012-01-06,37,15613,0,19947,7705,2881,762,918,0,0,1650,0,596,
2012-01-06,38,15131,0,19647,7721,2893,402,899,0,0,1658,0,594,
2012-01-06,39,13912,0,19142,7732,3048,294,898,0,0,1692,0,478,
2012-01-06,40,13248,0,18199,7785,2999,398,909,0,0,1690,0,472,
2012-01-06,41,12555,0,16566,7869,3008,316,909,0,0,1718,0,954,
2012-01-06,42,11306,0,15875,7899,2965,390,907,0,0,1718,0,956,
2012-01-06,43,10626,0,15006,7918,2847,424,833,0,0,1718,0,994,
2012-01-06,44,9850,0,13653,7915,2949,266,835,0,0,1718,0,992,
2012-01-06,45,9288,0,13028,7913,3010,186,836,0,0,1718,0,908,
2012-01-06,46,8631,0,12347,7917,2978,0,830,0,0,1718,0,906,
2012-01-06,47,7275,0,11700,7915,2899,202,760,0,0,1980,0,992,
2012-01-06,48,6944,0,11265,7831,2899,64,760,0,0,1996,0,994,
2012-01-07,1,7215,0,11111,7745,2937,0,761,0,0,1992,0,992,
2012-01-07,2,7266,0,11186,7717,2916,0,761,0,0,1994,0,992,
2012-01-07,3,7278,0,11135,7738,3002,0,761,0,0,1988,0,992,
2012-01-07,4,6823,0,10703,7744,3036,0,761,0,0,1988,0,992,
2012-01-07,5,6629,0,10260,7781,3045,0,752,0,0,1986,0,992,
2012-01-07,6,6662,0,10040,7857,3081,0,751,0,0,1988,0,992,
2012-01-07,7,6708,0,9257,7958,3101,0,751,0,0,1986,0,994,
2012-01-07,8,6541,0,8704,7961,3054,0,750,0,0,1988,0,992,
2012-01-07,9,6426,0,8231,7969,3008,0,750,0,0,1978,0,994,
2012-01-07,10,6374,0,8023,7971,3002,0,752,0,0,1980,0,994,
2012-01-07,11,6400,0,7776,7969,2890,0,761,0,0,1992,0,992,
2012-01-07,12,6388,0,7974,7970,2989,0,761,0,0,1994,0,992,
2012-01-07,13,6702,0,8699,7966,2980,0,760,0,0,1912,0,994,
2012-01-07,14,6429,0,9085,7966,2970,0,760,0,0,1914,0,992,
2012-01-07,15,6619,0,9588,7970,2957,130,760,0,0,1972,0,750,
2012-01-07,16,6812,0,10444,7974,3005,106,760,0,0,1996,0,746,
2012-01-07,17,7736,0,11039,7972,3047,282,765,0,0,1998,0,624,
2012-01-07,18,8497,0,11868,7970,2886,464,836,0,0,1990,0,620,
2012-01-07,19,9334,0,12453,7975,2845,798,835,0,0,1886,0,906,
2012-01-07,20,9927,0,12832,7986,2897,470,880,0,0,1886,0,906,
2012-01-07,21,10147,0,13136,8001,2972,296,893,0,0,1992,0,992,
2012-01-07,22,10413,0,13395,7982,2892,296,913,0,0,1996,0,994,
2012-01-07,23,10453,0,13558,7929,2923,288,911,0,0,1994,0,992,
2012-01-07,24,10501,0,13673,7866,2978,376,912,0,0,1996,0,994,
2012-01-07,25,10320,0,13745,7801,3071,542,904,0,0,1994,0,994,
2012-01-07,26,10256,0,13856,7723,3080,402,893,0,0,1996,0,992,
2012-01-07,27,10125,0,13790,7727,3058,294,894,0,0,1994,0,992,
2012-01-07,28,9810,0,13814,7729,3033,328,898,0,0,1996,0,992,
2012-01-07,29,9962,0,13932,7737,3067,288,747,0,0,1994,0,780,
2012-01-07,30,9566,0,13948,7793,3071,316,747,0,0,1996,0,778,
2012-01-07,31,9774,0,14131,7889,3057,298,757,0,0,1994,0,574,
2012-01-07,32,10195,0,14310,7932,3057,310,774,0,0,1996,0,566,
2012-01-07,33,11754,0,14544,7928,2967,388,912,0,0,1996,0,992,
2012-01-07,34,13321,0,15824,7926,2879,708,914,0,0,1996,0,994,
2012-01-07,35,13664,0,16303,7927,2882,1622,913,0,0,1996,0,992,
2012-01-07,36,13666,0,16525,7929,2733,1718,913,0,0,1996,0,994,
2012-01-07,37,13338,0,16423,7930,2713,1514,913,0,0,1996,0,994,
2012-01-07,38,13059,0,16181,7941,2705,902,913,0,0,1996,0,992,
2012-01-07,39,12456,0,15835,7940,2739,582,905,0,0,1996,0,994,
2012-01-07,40,11740,0,15220,7937,2790,330,907,0,0,1996,0,992,
2012-01-07,41,10896,0,14597,7944,2814,294,905,0,0,1994,0,994,
2012-01-07,42,10287,0,13800,7941,2719,558,901,0,0,1994,0,994,
2012-01-07,43,9760,0,13300,7953,2659,462,824,0,0,1994,0,992,
2012-01-07,44,9037,0,12591,7931,2666,282,824,0,0,1998,0,992,
2012-01-07,45,8731,0,11617,7845,2678,292,825,0,0,1996,0,994,
2012-01-07,46,8177,0,11473,7760,2661,24,823,0,0,1996,0,992,
2012-01-07,47,7407,0,11213,7655,2533,0,750,0,0,1996,0,992,
2012-01-07,48,6953,0,10948,7574,2495,0,750,0,0,1996,0,992,
2012-01-08,1,7076,0,11236,7531,2415,0,750,0,0,1996,0,992,
2012-01-08,2,7126,0,11022,7528,2373,0,751,0,0,1996,0,994,
2012-01-08,3,7101,0,11022,7524,2347,0,751,0,0,1996,0,994,
2012-01-08,4,7055,0,10485,7526,2075,0,749,0,0,1998,0,994,
2012-01-08,5,7154,0,9997,7533,1812,0,722,0,0,1996,0,992,
2012-01-08,6,6996,0,9791,7541,1917,0,720,0,0,1996,0,992,
2012-01-08,7,6783,0,9495,7568,1793,0,721,0,0,1996,0,992,
2012-01-08,8,6828,0,8709,7667,1760,0,719,0,0,1996,0,994,
2012-01-08,9,6794,0,8442,7750,1752,0,706,0,0,1996,0,992,
2012-01-08,10,6804,0,8356,7751,1608,0,706,0,0,1998,0,994,
2012-01-08,11,6726,0,8362,7754,1556,0,707,0,0,1996,0,992,
2012-01-08,12,6796,0,8469,7758,1361,0,706,0,0,1998,0,992,
2012-01-08,13,6898,0,8730,7774,1297,0,706,0,0,1996,0,992,
2012-01-08,14,7006,0,9170,7761,1185,0,706,0,0,1996,0,992,
2012-01-08,15,7319,0,8987,7752,1172,0,706,0,0,1996,0,994,
2012-01-08,16,7231,0,9079,7768,1167,0,705,0,0,1998,0,992,
2012-01-08,17,7199,0,9912,7803,1107,252,735,0,0,1996,0,992,
2012-01-08,18,7538,0,11151,7827,1000,376,736,0,0,1996,0,992,
